patric_id,classification,product,antibiotics,feature_id,gene,genome_id,refseq_locus_tag,source,evidence,query_coverage
fig|562.23261.peg.1390,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.23261.562.23261.con.0005.CDS.61318.63732.fwd,,562.23261,,PATRIC,K-mer Search,
fig|562.23261.peg.4960,antibiotic inactivation enzyme,Class A beta-lactamase (EC 3.5.2.6) => TEM family,"amoxicillin/clavulanic acid, amoxicillin, ampicillin, cephalothin",PATRIC.562.23261.562.23261.con.0053.CDS.234.1094.fwd,,562.23261,,PATRIC,K-mer Search,
fig|562.23261.peg.4963,antibiotic inactivation enzyme,Aminoglycoside 3''-phosphotransferase (EC 2.7.1.87) => APH(3'')-I,streptomycin,PATRIC.562.23261.562.23261.con.0053.CDS.2651.3454.rev,,562.23261,,PATRIC,K-mer Search,
fig|562.23261.peg.4251,efflux pump conferring antibiotic resistance,"Multidrug efflux system, inner membrane proton/drug antiporter (RND type) => MexB of MexAB-OprM","ampicillin, amoxicillin/clavulanic acid, azithromycin, aztreonam, ceftazidime, ceftriaxone, chloramphenicol, ciprofloxacin, colistin, erythromycin, meropenem, nalidixic acid, novobiocin, panipenem, tetracycline, ticarcillin, trimethoprim, trimethoprim/sulfamethoxazole, sulfamethoxazole ",PATRIC.562.23261.562.23261.con.0024.CDS.43023.43259.rev,,562.23261,,PATRIC,K-mer Search,
fig|562.23261.peg.4000,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23261.562.23261.con.0021.CDS.66538.66921.rev,,562.23261,,PATRIC,K-mer Search,
fig|562.23262.peg.1822,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.23262.562.23262.con.0006.CDS.60890.63304.fwd,,562.23262,,PATRIC,K-mer Search,
fig|562.23262.peg.940,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23262.562.23262.con.0003.CDS.100508.101155.fwd,,562.23262,,PATRIC,K-mer Search,
fig|562.23263.peg.722,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.23263.562.23263.con.0002.CDS.8529.9686.rev,,562.23263,,PATRIC,K-mer Search,
fig|562.23263.peg.2592,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.23263.562.23263.con.0007.CDS.18034.18657.fwd,,562.23263,,PATRIC,K-mer Search,
fig|562.23263.peg.1999,regulator modulating expression of antibiotic resistance genes,DNA-binding protein H-NS,"cloxacillin, oxacillin, ciprofloxacin, norfloxacin, erythromycin, tetracycline ",PATRIC.562.23263.562.23263.con.0005.CDS.75881.76294.fwd,,562.23263,,PATRIC,K-mer Search,
fig|562.23263.peg.683,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23263.562.23263.con.0001.CDS.702566.703729.rev,,562.23263,,CARD,BLAT,90.0
fig|562.23263.peg.682,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23263.562.23263.con.0001.CDS.701028.702566.rev,,562.23263,,CARD,BLAT,100.0
fig|562.23263.peg.3019,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23263.562.23263.con.0008.CDS.198671.199054.rev,,562.23263,,PATRIC,K-mer Search,
fig|562.23263.peg.1446,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23263.562.23263.con.0003.CDS.252032.252622.fwd,,562.23263,,PATRIC,K-mer Search,
fig|562.23263.peg.721,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, inner-membrane proton/drug antiporter AcrF (RND type)",ciprofloxacin ,PATRIC.562.23263.562.23263.con.0002.CDS.5413.8517.rev,,562.23263,,PATRIC,K-mer Search,
fig|562.23264.peg.2987,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23264.562.23264.con.0015.CDS.107472.109010.rev,,562.23264,,CARD,BLAT,100.0
fig|562.23264.peg.3910,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23264.562.23264.con.0025.CDS.16026.16409.rev,,562.23264,,PATRIC,K-mer Search,
fig|562.23264.peg.4460,antibiotic inactivation enzyme,Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id,streptomycin,PATRIC.562.23264.562.23264.con.0033.CDS.30339.31175.fwd,,562.23264,,PATRIC,K-mer Search,
fig|562.23265.peg.4009,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23265.562.23265.con.0024.CDS.59629.59847.fwd,,562.23265,,PATRIC,K-mer Search,
fig|562.23265.peg.1866,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.23265.562.23265.con.0007.CDS.126764.127612.rev,,562.23265,,PATRIC,K-mer Search,
fig|562.23266.peg.660,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.23266.562.23266.con.0002.CDS.121394.123142.rev,,562.23266,,CARD,BLAT,100.0
fig|562.23266.peg.1812,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23266.562.23266.con.0007.CDS.185502.187040.rev,,562.23266,,PATRIC,K-mer Search,
fig|562.23266.peg.925,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23266.562.23266.con.0003.CDS.99427.100908.rev,,562.23266,,CARD,BLAT,100.0
fig|562.23266.peg.814,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23266.562.23266.con.0002.CDS.290730.290879.rev,,562.23266,,PATRIC,K-mer Search,
fig|562.23266.peg.1813,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23266.562.23266.con.0007.CDS.187040.188203.rev,,562.23266,,CARD,BLAT,90.0
fig|562.23266.peg.2854,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.23266.562.23266.con.0014.CDS.41275.42123.rev,,562.23266,,PATRIC,K-mer Search,
fig|562.23267.peg.1628,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.23267.562.23267.con.0004.CDS.96778.97626.fwd,,562.23267,,PATRIC,K-mer Search,
fig|562.23267.peg.1986,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23267.562.23267.con.0005.CDS.96124.99273.rev,,562.23267,,PATRIC,K-mer Search,
fig|562.23268.peg.4160,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23268.562.23268.con.0022.CDS.36424.36642.fwd,,562.23268,,PATRIC,K-mer Search,
fig|562.23268.peg.1996,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23268.562.23268.con.0006.CDS.100803.102035.fwd,,562.23268,,PATRIC,K-mer Search,
fig|562.23269.peg.301,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarB,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23269.562.23269.con.0001.CDS.289070.289288.rev,,562.23269,,PATRIC,K-mer Search,
fig|562.23269.peg.1952,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23269.562.23269.con.0008.CDS.13155.13304.fwd,,562.23269,,PATRIC,K-mer Search,
fig|562.23269.peg.599,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23269.562.23269.con.0002.CDS.265199.266392.rev,,562.23269,,PATRIC,K-mer Search,
fig|562.23269.peg.3590,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23269.562.23269.con.0016.CDS.135759.136922.rev,,562.23269,,PATRIC,K-mer Search,
fig|562.23269.peg.303,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23269.562.23269.con.0001.CDS.289724.290158.rev,,562.23269,,PATRIC,K-mer Search,
fig|562.23269.peg.3589,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23269.562.23269.con.0016.CDS.134221.135759.rev,,562.23269,,PATRIC,K-mer Search,
fig|562.23271.peg.3854,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.23271.562.23271.con.0019.CDS.75020.78514.rev,,562.23271,,CARD,BLAT,98.0
fig|562.23271.peg.834,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23271.562.23271.con.0002.CDS.353037.354200.rev,,562.23271,,PATRIC,K-mer Search,
fig|562.23271.peg.1792,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23271.562.23271.con.0006.CDS.98881.100362.rev,,562.23271,,CARD,BLAT,100.0
fig|562.23273.peg.4418,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23273.562.23273.con.0032.CDS.37929.39113.fwd,,562.23273,,CARD,BLAT,100.0
fig|562.23273.peg.4416,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23273.562.23273.con.0032.CDS.36412.37575.fwd,,562.23273,,PATRIC,K-mer Search,
fig|562.23273.peg.614,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.23273.562.23273.con.0003.CDS.41276.43024.fwd,,562.23273,,CARD,BLAT,100.0
fig|562.23273.peg.801,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.23273.562.23273.con.0003.CDS.223939.227457.rev,,562.23273,,CARD,BLAT,97.0
fig|562.23273.peg.4982,"antibiotic target replacement protein,sulfonamide resistance gene",Dihydropteroate synthase type-2 (EC 2.5.1.15) @ Sulfonamide resistance protein,"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, sulfamethazine",PATRIC.562.23273.562.23273.con.0054.CDS.4012.4851.fwd,,562.23273,,CARD,BLAT,100.0
fig|562.23273.peg.4912,efflux pump conferring antibiotic resistance,"Tetracycline resistance, MFS efflux pump => Tet(A)",tetracycline,PATRIC.562.23273.562.23273.con.0050.CDS.2589.3788.fwd,,562.23273,,CARD,BLAT,46.0
fig|562.23273.peg.3548,antibiotic target in susceptible species,DNA gyrase subunit B (EC 5.99.1.3),"clofazimine, gatifloxacin, ciprofloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, novobiocin, coumermycin a1, clorobiocin, coumermycin, trovafloxacin",PATRIC.562.23273.562.23273.con.0021.CDS.61318.63732.fwd,,562.23273,,PATRIC,K-mer Search,
fig|562.23274.peg.4183,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23274.562.23274.con.0025.CDS.7274.8437.rev,,562.23274,,CARD,BLAT,90.0
fig|562.23274.peg.4376,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23274.562.23274.con.0030.CDS.17030.17341.fwd,,562.23274,,PATRIC,K-mer Search,
fig|562.23274.peg.576,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23274.562.23274.con.0002.CDS.126596.129223.fwd,,562.23274,,PATRIC,K-mer Search,
fig|562.23274.peg.4182,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23274.562.23274.con.0025.CDS.5736.7274.rev,,562.23274,,CARD,BLAT,100.0
fig|562.23274.peg.4183,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23274.562.23274.con.0025.CDS.7274.8437.rev,,562.23274,,PATRIC,K-mer Search,
fig|562.23274.peg.1170,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrEF-TolC, membrane fusion component AcrE",ciprofloxacin ,PATRIC.562.23274.562.23274.con.0004.CDS.8539.9696.rev,,562.23274,,PATRIC,K-mer Search,
fig|562.23275.peg.3556,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.23275.562.23275.con.0016.CDS.34207.37725.fwd,,562.23275,,CARD,BLAT,97.0
fig|562.23275.peg.630,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.23275.562.23275.con.0002.CDS.98071.98919.fwd,,562.23275,,PATRIC,K-mer Search,
fig|562.23276.peg.1046,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23276.562.23276.con.0004.CDS.70031.71224.fwd,,562.23276,,PATRIC,K-mer Search,
fig|562.23276.peg.1301,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23276.562.23276.con.0005.CDS.27289.27723.fwd,,562.23276,,PATRIC,K-mer Search,
fig|562.23276.peg.4157,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23276.562.23276.con.0030.CDS.16958.17269.fwd,,562.23276,,PATRIC,K-mer Search,
fig|562.23276.peg.4261,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23276.562.23276.con.0033.CDS.2110.3273.rev,,562.23276,,PATRIC,K-mer Search,
fig|562.23276.peg.3156,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.23276.562.23276.con.0017.CDS.17823.18446.fwd,,562.23276,,PATRIC,K-mer Search,
fig|562.23276.peg.834,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23276.562.23276.con.0003.CDS.176326.176916.rev,,562.23276,,PATRIC,K-mer Search,
fig|562.23277.peg.1129,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23277.562.23277.con.0004.CDS.69142.69789.rev,,562.23277,,PATRIC,K-mer Search,
fig|562.23277.peg.2024,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23277.562.23277.con.0007.CDS.74409.74999.rev,,562.23277,,PATRIC,K-mer Search,
fig|562.23277.peg.1738,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23277.562.23277.con.0006.CDS.26981.27415.fwd,,562.23277,,PATRIC,K-mer Search,
fig|562.23277.peg.4327,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23277.562.23277.con.0030.CDS.16958.17269.fwd,,562.23277,,PATRIC,K-mer Search,
fig|562.23277.peg.1636,"aminoglycoside resistance gene,tetracycline resistance gene","iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore","streptomycin, tetracycline, ampicillin",PATRIC.562.23277.562.23277.con.0005.CDS.225453.227474.fwd,,562.23277,,CARD,BLAT,100.0
fig|562.23278.peg.2866,efflux pump conferring antibiotic resistance,AcrZ membrane protein associated with AcrAB-TolC multidrug efflux pump,"ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23278.562.23278.con.0017.CDS.92544.92693.rev,,562.23278,,PATRIC,K-mer Search,
fig|562.23278.peg.4105,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23278.562.23278.con.0036.CDS.12098.13579.rev,,562.23278,,CARD,BLAT,100.0
fig|562.23278.peg.1264,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23278.562.23278.con.0005.CDS.130166.131359.rev,,562.23278,,PATRIC,K-mer Search,
fig|562.23278.peg.4135,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23278.562.23278.con.0037.CDS.28.1086.rev,,562.23278,,CARD,BLAT,97.0
fig|562.23279.peg.960,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, membrane fusion component AcrA","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23279.562.23279.con.0004.CDS.130167.131360.rev,,562.23279,,PATRIC,K-mer Search,
fig|562.23279.peg.3275,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarA,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23279.562.23279.con.0023.CDS.17609.17992.rev,,562.23279,,PATRIC,K-mer Search,
fig|562.23279.peg.961,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23279.562.23279.con.0004.CDS.131502.132149.fwd,,562.23279,,PATRIC,K-mer Search,
fig|562.23279.peg.2208,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23279.562.23279.con.0012.CDS.107471.109009.rev,,562.23279,,CARD,BLAT,100.0
fig|562.23279.peg.4369,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23279.562.23279.con.0047.CDS.1843.2154.fwd,,562.23279,,PATRIC,K-mer Search,
fig|562.23281.peg.4517,efflux pump conferring antibiotic resistance,"Tetracycline resistance, MFS efflux pump => Tet(A)","tetracycline, rhodamine, benzalkonium chloride, tigecycline",PATRIC.562.23281.562.23281.con.0041.CDS.3689.4888.fwd,,562.23281,,PATRIC,K-mer Search,
fig|562.23281.peg.2102,antibiotic target in susceptible species,Dihydropteroate synthase (EC 2.5.1.15),"sulfadiazine, sulfadimidine, sulfadoxine, sulfamethoxazole, sulfisoxazole, sulfacetamide, mafenide, sulfasalazine, sulfamethizole, dapsone",PATRIC.562.23281.562.23281.con.0009.CDS.83499.84347.rev,,562.23281,,PATRIC,K-mer Search,
fig|562.23281.peg.3836,"antibiotic resistance gene cluster, cassette, or operon",Multiple antibiotic resistance protein MarR,"cefalothin, chloramphenicol, tigecycline, ampicillin, tetracycline, rifampin",PATRIC.562.23281.562.23281.con.0024.CDS.43323.43757.fwd,,562.23281,,PATRIC,K-mer Search,
fig|562.23281.peg.3975,gene conferring resistance via absence,16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170),streptomycin,PATRIC.562.23281.562.23281.con.0027.CDS.17833.18456.fwd,,562.23281,,PATRIC,K-mer Search,
fig|562.23282.peg.657,"antibiotic target protection protein,fluoroquinolone resistance gene",Transcription-repair coupling factor,ciprofloxacin,PATRIC.562.23282.562.23282.con.0003.CDS.33694.37212.fwd,,562.23282,,CARD,BLAT,97.0
fig|562.23282.peg.451,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23282.562.23282.con.0002.CDS.148495.151122.rev,,562.23282,,PATRIC,K-mer Search,
fig|562.23282.peg.2645,antibiotic target in susceptible species,Dihydrofolate reductase (EC 1.5.1.3),"trimethoprim, brodimoprim, tetroxoprim, iclaprim",PATRIC.562.23282.562.23282.con.0013.CDS.82231.82821.fwd,,562.23282,,PATRIC,K-mer Search,
fig|562.23282.peg.842,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.23282.562.23282.con.0003.CDS.218127.219875.rev,,562.23282,,CARD,BLAT,100.0
fig|562.23282.peg.582,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, inner-membrane proton/drug antiporter EmrY (MFS type)",tetracycline,PATRIC.562.23282.562.23282.con.0002.CDS.286497.287681.rev,,562.23282,,CARD,BLAT,100.0
fig|562.23283.peg.4833,antibiotic inactivation enzyme,Aminoglycoside 6-phosphotransferase (EC 2.7.1.72) => APH(6)-Ic/APH(6)-Id,streptomycin,PATRIC.562.23283.562.23283.con.0075.CDS.629.1465.fwd,,562.23283,,PATRIC,K-mer Search,
fig|562.23283.peg.215,efflux pump conferring antibiotic resistance,Outer membrane channel TolC (OpmH),"erythromycin, cloxacillin, tetracycline, oxacillin, novobiocin, nalidixic acid, norfloxacin",PATRIC.562.23283.562.23283.con.0001.CDS.214985.216466.rev,,562.23283,,CARD,BLAT,100.0
fig|562.23283.peg.4003,antibiotic target in susceptible species,SSU ribosomal protein S10p (S20e),"tetracycline, tigecycline",PATRIC.562.23283.562.23283.con.0039.CDS.13037.13348.fwd,,562.23283,,PATRIC,K-mer Search,
fig|562.23283.peg.4836,efflux pump conferring antibiotic resistance,"Tetracycline resistance, MFS efflux pump => Tet(A)","tetracycline, rhodamine, benzalkonium chloride, tigecycline",PATRIC.562.23283.562.23283.con.0075.CDS.2726.4000.fwd,,562.23283,,PATRIC,K-mer Search,
fig|562.23283.peg.369,efflux pump conferring antibiotic resistance,"Multidrug efflux system AcrAB-TolC, inner-membrane proton/drug antiporter AcrB (RND type)","ciprofloxacin, tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23283.562.23283.con.0002.CDS.50935.54084.fwd,,562.23283,,PATRIC,K-mer Search,
fig|562.23284.peg.3433,efflux pump conferring antibiotic resistance,"Multidrug efflux pump MdfA/Cmr (of MFS type), broad spectrum","tetracycline, rhodamine, benzalkonium chloride",PATRIC.562.23284.562.23284.con.0018.CDS.64144.65376.rev,,562.23284,,PATRIC,K-mer Search,
fig|562.23284.peg.1666,antibiotic target in susceptible species,SSU ribosomal protein S12p (S23e),streptomycin,PATRIC.562.23284.562.23284.con.0007.CDS.3039.3413.rev,,562.23284,,PATRIC,K-mer Search,
fig|562.23284.peg.5093,efflux pump conferring antibiotic resistance,"Tetracycline resistance, MFS efflux pump => Tet(B)",tetracycline,PATRIC.562.23284.562.23284.con.0069.CDS.2721.3926.rev,,562.23284,,CARD,BLAT,100.0
fig|562.23285.peg.2336,antibiotic target in susceptible species,DNA gyrase subunit A (EC 5.99.1.3),"clofazimine, ciprofloxacin, gatifloxacin, levofloxacin, moxifloxacin, nalidixic acid, ofloxacin, sparfloxacin, trovafloxacin",PATRIC.562.23285.562.23285.con.0013.CDS.134109.136736.rev,,562.23285,,PATRIC,K-mer Search,
fig|562.23285.peg.1588,efflux pump conferring antibiotic resistance,"Multidrug efflux system EmrKY-TolC, membrane fusion component EmrK",tetracycline,PATRIC.562.23285.562.23285.con.0008.CDS.135999.137162.rev,,562.23285,,CARD,BLAT,90.0
fig|562.23285.peg.264,regulator modulating expression of antibiotic resistance genes,"Transcriptional regulator of acrAB operon, AcrR","tigecycline, chloramphenicol, rifampin, tetracycline, ampicillin, cefalothin ",PATRIC.562.23285.562.23285.con.0001.CDS.266523.267170.fwd,,562.23285,,PATRIC,K-mer Search,
fig|562.23286.peg.881,efflux pump conferring antibiotic resistance,Lipid A export permease/ATP-binding protein MsbA,"ciprofloxacin, metronidazole",PATRIC.562.23286.562.23286.con.0004.CDS.93018.94766.fwd,,562.23286,,CARD,BLAT,100.0
